,raw_text,clean_text,subjectivity,polarity
140,Joe Biden said he will ask Americans to commit to 100 days of wearing masks as one of his first acts as president. What are your thoughts on this? Do you think this will work? https://t.co/6k5cZQ2nrr https://t.co/mUR48Qmww4,joe biden said ask american commit day wearing mask one first act president thought think work,0,2
141,"@realDonaldTrump BECAUSE THE MARKET LOVES BIDEN not you, you covidiot",realdonaldtrump market love biden not covidiot,1,1
142,"@KateMartinell11 @kromexstylez @realDonaldTrump That’s  what I want to know ; why are these losers on this page? Maybe Biden is resting or maybe he’s having a mental break down !! All the fraud will be discovered and you should start hiding as of now . They’re a disgrace , they resorted to have even the dead cast a vote !!",katemartinell kromexstylez realdonaldtrump want know loser page maybe biden resting mental break fraud discovered start hiding disgrace resorted even dead cast vote,1,0
143,"@mikefm1946 @LeahR77 @PatriotGeorgia More likely, people will keep squealing complete and utter untruths and conspiracies. And nothing will actually happen besides Biden being sworn in...",mikefm leahr patriotgeorgia likely people keep squealing complete utter untruth conspiracy nothing actually happen besides biden sworn,1,1
144,"@realDonaldTrump If Biden wins, the stock market will crash! — Donald Trump",realdonaldtrump biden win stock market crash donald trump,1,0
145,"@SunLoverGirl2 @ali I’m surprised you really believed your “fraud” cry would prosper. There’s no fraud, we abhor your cult leader, we voted for Biden and outnumbered you by 7 million. Time to let it sink in.",sunlovergirl ali surprised really believed fraud cry would prosper abhor cult leader voted biden outnumbered million time let sink,1,1
146,@seanhannity Same thing that's wrong with Biden...dementia...my mom had it and did the exact thing!,seanhannity thing wrong biden dementia mom exact,1,0
147,"@GloriaBorger Hi Gloria I have a question to ask what if Trump decides to come back after 4yrs that means he has nothing to worry about because Mr Biden took care of everything, then what hopefully he doesn't come back.",gloriaborger hi gloria question ask trump decides come back yr mean nothing worry mr biden took care everything hopefully,1,1
148,The Wisconsin Supreme Court on Thursday refused to hear President Donald Trump’s lawsuit attempting to overturn his loss to Democrat Joe Biden in the battleground state. https://t.co/SwRcnuwnl4,wisconsin supreme court thursday refused hear president donald trump lawsuit attempting overturn loss democrat joe biden battleground state,0,2
149,"@realDonaldTrump It is because of President Biden's AWESOME, TRUTHFUL, AND INSPIRING PRESS CONFERENCE.",realdonaldtrump president biden awesome truthful inspiring press conference,1,1
150,"In Bizarre Interview, #Biden Jokes He Would 'Fake Illness And Resign' Over Disagreement / good news he doesnt need to fake it , bad news he is alrdy dementing https://t.co/167JRAZKLO",bizarre interview biden joke would fake illness resign disagreement good news doesnt need bad alrdy dementing,1,0
151,@darinpgood6 @DailyCaller Joe Biden is following the science. I am a trained nurse.,darinpgood dailycaller joe biden following science trained nurse,1,1
152,"@KLoeffler @GOPChairwoman @ReverendWarnock @staceyabrams Good luck, the democrats have proven they will stop at nothing, cheat steal lie, even murder....it is good against evil! Biden could not win an election against Pee Wee Herman but had more votes than Obama LMAO!",kloeffler gopchairwoman reverendwarnock staceyabrams good luck democrat proven stop nothing cheat steal lie even murder evil biden could not win election pee wee herman vote obama lmao,1,0
153,Pentagon blocks visits to military spy agencies by Biden transition team https://t.co/LOnQk59dRB,pentagon block visit military spy agency biden transition team,0,2
154,@bert_gilfoyle @ChidiNwatu @Acosta Biden is a corrupt POS and so far he might be president,bert gilfoyle chidinwatu acosta biden corrupt po far might president,1,0
155,"@ImNotOwned Things are also marked up on campaign sites. That’s kind of the idea.

My Biden sign yard cost $35.",imnotowned thing also marked campaign site kind idea biden sign yard cost,0,2
156,@FGrissle @RudyGiuliani The objective reality is that Biden won.,fgrissle rudygiuliani objective reality biden,1,1
157,"Biden should do whatever it takes to break those leases and he should make it clear now, so any bidders can be forewarned. Drilling in the arctic is not in the national interest.",biden whatever take break lease make clear bidder forewarned drilling arctic not national interest,1,1
158,@lloydhopkins13 @JoeBiden @Janesophy01 Biden Harris =Chinese communist party https://t.co/iJcO0Pc6Dt,lloydhopkins joebiden janesophy biden harris chinese communist party,1,0
159,@realDonaldTrump Because Biden will be president.,realdonaldtrump biden president,1,1
160,Biden warns of ‘very bleak’ future following ‘dire’ jobs report https://t.co/xz3ulGBd2N,biden warns bleak future following dire job report,0,2
161,"@theage Biden appeals, says he'll be vaccinated, allows a party of 900 inside the white house. Right on.",theage biden appeal say vaccinated allows party inside white house right,1,1
162,"A good idea--this is leadership. Think how different it would be today if #Trump had told Americans to wear masks &amp; worn one himself--instead criminal, callous indifference.
#Biden says he will ask Americans to wear masks for his first 100 days as #POTUS.
https://t.co/ONYpevWrEU",good idea leadership think different would today trump told american wear mask amp worn one instead criminal callous indifference biden say ask first day potus,1,1
163,@realDonaldTrump Sorry @Loser 45. But thanks in advance for adding votes to Pres Elect Biden with this stunt. How much do you expect to pocket on fund raising on this BS?,realdonaldtrump sorry loser thanks advance adding vote pres elect biden stunt much expect pocket fund raising b,1,1
164,@realDonaldTrump Only because we have a new president now. You may have heard of him his name is Joe Biden. He will be inaugurated on 1/20/21/ This coincides with your leaving the WH.,realdonaldtrump new president may heard name joe biden inaugurated coincides leaving wh,1,1
165,"Biden will come for your guns, Trump won't!!!! https://t.co/QKejgDDALm",biden come gun trump,1,0
166,Joe Biden’s policy of the “return to the normal” would be inadequate to decisively defeat Trumpism. https://t.co/hjBikwXhdb,joe biden policy return normal would inadequate decisively defeat trumpism,1,1
167,Timing of Large Georgia Ballot Dump for Biden Appears to Coincide with Timing of Mother-Daughter Duo's Election Fraud Scam via @gatewaypundit https://t.co/NL6xrcBD7u,timing large georgia ballot dump biden appears coincide mother daughter duo election fraud scam via gatewaypundit,1,0
168,"President-elect Biden has an opportunity to unite the country. While so many other issues are divisive, Americans agree that it's time to fix our broken political system.

Add your name: tell Biden to make fighting corruption his first priority. https://t.co/e2RR2vHj4t",president elect biden opportunity unite country many issue divisive american agree time fix broken political system add name tell make fighting corruption first priority,1,1
169,@SchmittNYC @newsmax @realDonaldTrump We know you would never cover a Biden rally.   LOL,schmittnyc newsmax realdonaldtrump know would never cover biden rally lol,1,0
170,I just signed a petition: President-elect Joe Biden &amp; Congress must enact democracy reform. Sign here: https://t.co/vSo4jgv5fc,signed petition president elect joe biden amp congress must enact democracy reform sign,0,2
171,@AOC Did you have them fill out a bunch of bullshit ballots for Biden,aoc fill bunch bullshit ballot biden,1,0
172,"@RudyGiuliani It’s game over that video shows the cookie cutter operation that went on there and also in the other 5 states. Stop counting, send everyone home, pull out suitcases of ballots and resume counting the illegal Biden ballots.",rudygiuliani game video show cookie cutter operation went also state stop counting send everyone home pull suitcase ballot resume illegal biden,1,0
173,"If a normal 74-year old relative acted like this, most loving spouses/children/other family would be taking him/her to the doctors immediately! 
Trump reportedly won't attend Biden's inauguration or invite Biden family to White House https://t.co/omOh66YxV1",normal year old relative acted like loving spouse child family would taking doctor immediately trump reportedly attend biden inauguration invite white house,0,2
174,Thus the reason Biden was getting crushed while the primary was about policies. Thankfully the media went all in on making the election completely devoid of anything resembling policy or what Biden will do on office.,thus reason biden getting crushed primary policy thankfully medium went making election completely devoid anything resembling policy office,1,0
175,"Just in Biden: $1,200 Checks ‘May Still Be In Play’ In Stimulus Deal https://t.co/IvpRfJN7y7 via @AJBCSurveys #trending #breakingnews https://t.co/y9x7HTNzmM",biden check may still play stimulus deal via ajbcsurveys trending breakingnews,0,2
176,"@aW12575461 @GenX53585433 @thebradfordfile The proceedings are over. 1-40 the courts. 

No fraud. Time to wake up. 

trump lost. Biden won in a landslide by 7 million votes.",aw genx thebradfordfile proceeding court fraud time wake trump lost biden landslide million vote,1,1
177,KERIK: Biden Received 'Mathematically Impossible' Spike in Votes When Suspicious Ballots Counted in Georgia https://t.co/DDoHhqxsfS,kerik biden received mathematically impossible spike vote suspicious ballot counted georgia,1,0
178,President-elect Joe Biden told CNN's Jake Tapper on Thursday that he will ask Americans to wear masks for his first 100 days after he takes office.,president elect joe biden told cnn jake tapper thursday ask american wear mask first day take office,0,2
179,@Chrismcclorey2 @BernardKerik They're only going to find more votes for Biden  🤣,chrismcclorey bernardkerik going find vote biden,1,0
