,raw_text,subjectivity,polarity
205,President-elect Joe Biden is predicting a “bleak future” if Congress doesn't take speedy action on an aid bill amid a nationwide spike in the virus that's hampering the country's economic recovery. https://t.co/OetWgsmHMP,0,2
206,"@GenFlynn @ahsam_richard @lofly727 Good evening General, 

This man was a true Patriot... Why aren't the Biden/Harris people wanting to find out the truth? They know the truth, and don't want us to know...",1,0
207,Firm Linked To Joe Biden Scrubs Website Of All China Related Business https://t.co/dcQW2QX0Df via @gatewaypundit,0,2
208,@BGrossmann32 Oh an once again. He lost. Biden will be your president soon. Deal with it.,1,1
209,"@TeamTrump @realDonaldTrump @FLOTUS LYING, CHEATING, BIDEN WILL NEVER BE MY PRESIDENT!",1,0
210,"Speaking as an Electoral College delegate pledged to Jo Jorgensen, the only thing to do to avoid debasement and dilution in election results is to strike both Biden and Trump voters from representing NV in the Electoral College. 

It's what 1% of Nevada's voters wanted!",0,2
211,@kharly Probably so. I am disappointed and I worry very much for all the people who are hurting. If we don't flip the Senate it will be bad. Biden did say in the news conference that he is not sure there is not stimulus checks being considered. He thinks there should be.,0,2
212,"Biden urges taking coronavirus vaccine, wearing masks but says they shouldn’t be mandatory https://t.co/RW4NoCMQOQ https://t.co/R2yZ6P0097",0,2
213,"@zerohedge In Chinese culture, when someone dies, there’s a 100 day mourning period as well. And the family of the deceased should not visit others for fear of spreading bad luck. Is this like the same with Biden? Did America die?",1,0
214,"@JimMeeks13 @NickDLR @DavidOAtkins If Donald Trump believes that he indeed won the election the burden of proof is on him to show that Joe Biden did not. Until then the people have spoken and the electoral college will reflect that, I have no doubt",1,1
215,"My Biden face mask I wear to work!
The flag doesn’t just belong to you.. it’s all of ours! https://t.co/hP4l58PZiz",1,1
216,@realDonaldTrump Thanks to President Elect BIDEN!,1,1
217,"@realDonaldTrump Sorry, already certified as Biden win. You lose LOSER!",1,1
218,@Jim_Jordan I though @jaketapper worked for Joe Biden,0,2
219,SIGN NOW: Tell the Biden-Harris administration to uproot Trump’s Social Security underminers! https://t.co/xTvf7K7mqc,0,2
220,@2020_TrashBin @WhiteHouse The only thing Biden has done ia steal. He has not done anything for a vaccine.,1,0
221,"@AsiaTodayOnCGTN @JoeBiden @s_m_marandi @UnivOfTehran It should be done in FIRST DAY, after all it was Biden/ Obama agreement. How could he NOT honor it?",0,2
222,"WTF? ""Biden vaccine"" is trending...so who the fuck is politicizing this virus?",1,0
223,"@realDonaldTrump Biden kicked your ass, LOSER!",1,1
224,@realDonaldTrump Thank you President Biden!!  Your election news  has been the good news the markets have been needing!  @realDonaldTrump is a loser of a person and a clown President,1,1
225,@IlhanMN President Trump is winner 2020 ... did you see fraud ballot under the table  for Biden??  Please talk about ....that love to  👂,1,0
226,Biden will not be president,1,0
227,@realDonaldTrump Way to go Biden!,1,1
228,Financial Planning Under the Biden Administration #PFshare via @rwohlner https://t.co/pw0y14iDdU,0,2
229,@realDonaldTrump So did Biden's vote count. https://t.co/NrKUn8Q8BO,1,0
230,@Smidget3D @pastorlocke @amyklobuchar I feel so sorry for the people who voted for Biden while trying to protect their children from men like him.  We all saw those creepy videos,1,0
231,@realDonaldTrump Thank  you President Biden!,1,1
232,"CNN Exclusive: Biden says he will ask Americans to wear masks for the first 100 days he's in office

https://t.co/YgBD3reubn",0,2
233,"Biden's Trump Lesson, 4-Day Week, SNB Digital Currency: Eco Day - https://t.co/Bw2W0G3hUE #trading #finance #cryptocurrency",0,2
234,@JoeBiden Biden Harris =Chinese communist party https://t.co/ZN4Nnhj5iM,1,0
235,"@catturd2 Yeah, bc Trump bargains for the American People, but Biden &amp; Pelosi &amp; McConnell are all on the same page.",1,0
236,"@trichardpdx @HeerJeet I've always suspected that there was something to it (ditto Hispanics), but I'm a big skeptical of this when Trump's share of the vote against Biden went up from the time when Trump was literally running against a woman.",1,1
237,Biden has killed more Americans than Donald Trump did  in one day . Biden and his clan are murderers,1,0
238,Donald Trump's Foreign Policy Leaves Behind Destruction—and Opportunity—for Joe Biden https://t.co/Ql03XFQptX,0,2
239,@SenTedCruz Biden will help them as well,1,1
240,@CBSNews @MZHemingway @CBS_Herridge Don’t tell joe Biden that......,1,0
241,Pastor Jazz Hands: Biden Supporters Are Cursed [VIDEO] - https://t.co/4GQWpXgBbz https://t.co/ljHeFgwI55,1,0
242,"@steviusthegreat Sick o
And people say Biden is the pedaphile I think not",1,1
243,"@ICCooler @SurferLake @turbo57248457 @AdamInHTownTX @IlhanMN @CNN Nah didn't you forget, all the brain-dead Trumpers turned on Fox quicker than you can snap when they admitted Biden won the election. They retreated to further right news networks that REALLY confirm their biases.",1,1
244,No thanks Biden!  Good luck with that ❄️   Trump 2020🇺🇸,1,0
245,I think he’s putting people who did a great job  before in trusted positions. Yay Biden,1,1
246,"@politvidchannel He is a false prophet. You don't support killing by execution, pathological lying, a repeat adulterer, an alleged rapist as a Holy person to follow.The antichrist would select someone like that. God knows Biden is not perfect, but allowed him to win for a chance to change.REVIVAL",1,1
247,"2
If Biden won the district, he gets the 1 vote.
For the 2 Senatorial allocated votes, give 1 to each candidate.
3. This will annul any effects of the fraudulent votes. 
Gresham's Law will be limited to the one district.",1,0
248,@realDonaldTrump And you said it would crash if Biden was elected.  WRONG!!!!!,1,1
249,"@CNNnewsroom @MrJonCryer @brikeilarcnn Don't you think a little bit of the reason they behave this way is because they KNOW Biden won't make a list and start planning punishments for them? Because they KNOW Biden is a decent, mature person who won't be butt hurt by their bad behavior, but will focus on his job?",1,0
250,@igit1958 @aturtlenamedbo1 @cnnadam @jamiegangel Psss biden will be your president too ;),1,1
251,Thomas Sowell EDUCATES Joe Biden on Judicial Activism #tbt https://t.co/NwLT3MQ5mu via @YouTube,0,2
252,"@patriot256 @DPWIMM @realDonaldTrump 🤣😂🤣😂There is no evidence of widespread voter fraud being produced in court,  just a few whiny coached republicans. Biden will be president in January next year and if I owned my house outright,  I would be willing to bet my house on it,  I am that sure about the outcome.",1,1
253,@kennethjgz The mask Nazi's have been validated with a Biden win,1,0
254,"Joe Biden said Thursday that he will ask Americans to commit to 100 days of wearing masks as one of his first acts as president, stopping just short of the nationwide mandate he's pushed before to stop the spread of the coronavirus.​ https://t.co/MJTFF56ijC",0,2
255,In less than a month we have gone from Hunter Biden being falsely accused to 3 of the Trump children needing pardons.,1,1
256,"@zaniey1990 @alexanderdrogon @___AleS___ @realDonaldTrump We talking about me ever excepting Beijing Biden? NEVER! My family history can be traced before our civil war! My daddy, retired Air Force officer. Family respect of country/ president.IF Biden’s elected! No respect and will Trash talk him to the World!",1,0
257,@realDonaldTrump Because Biden will be President,1,1
258,"@HarrietMTubman @aubrey_huff That would be the same IF I were out here selling Biden or talking down on people voting for someone else.

I don’t do either. 😉 https://t.co/G1iFC60xV9",0,2
259,@mroz151 @jymm119 @WGNNews You’re right. I’m wrong. Biden still will be president. Thank god!,1,1
260,Now do the math Mr.Biden&amp;Ms Ms.Nacy did they said 9bill upon a partial stimulus but add these other two bills united states we good for more upon the rebound of aid/help we are trying to to budget?https://t.co/BoLPuckijF,0,2
261,I am interested to know why Biden made such large gains in rural northeastern areas. It's not just New England -- upstate NY swung to Biden to a similar degree as New Hampshire.,1,0
262,@mitchellreports @JoeBiden @senatemajldr Really Barbara? That's the most disparaging thing you can say about Joe Biden today? I didn't read your Tweet about #MLKMitch. remember him? The leader of Civil Rights! I wonder who else is going to try and rebrand themselves? Check it out after your nap..,1,0
263,"Oh snap!  He brought whatever his fate is on himself. He's so arrogant and narcissistic that he thought he could manipulate the entire world. 
I was angry with #Biden for saying he wouldn't refer an investigation, but so many entities are going after #Trump. Not to worry!",1,0
264,"@conservativeMMA @AngelaMarieAda1 @AnnieHowes @Jim_Jordan Lmao ok. Go wait for your next q drop to guide you on how to best get on your knees for dear leader. Please keep donating money to his grift fund. Wait for the storm and the kraken. Im sure itl be any day now. Youre not a fool, its just the world around u! Best of luck. Biden won",1,0
265,@BrandonStraka Biden can go eff himself,1,0
266,"Hmm.....Who would have thought that this was the plan?   🙋‍♀️.....Biden Admits Harris Is Running the Show, Says He'll Resign if They Ever Disagree via @WestJournalism https://t.co/Q61WzVtUuh",0,2
267,"Well well well....the Biden Democrat scum criminals didn't just steal a Senate seat from a black man in Michigan, they also stole the pres votes for another one...
 @kanyewest . 

Kanye oughta be mightily pissed off...not to mention his countless voters.
https://t.co/pmVqBU64QA",1,0
268,@realDonaldTrump It’s because Biden was elected,1,1
269,"@CT50408388 @BlueTsunami5 @realDonaldTrump You’re right about that! Only 48 more days until Biden’s inauguration. You might want to start stocking up on tissues.

Incidentally... you still never answered my question about why they have not alleged fraud in court. Not that I’m surprised. 🤷‍♀️ https://t.co/c4vziaozTB",1,1
270,"@realDonaldTrump Thought you said if Biden gets elected the markets would crash, oops, another bad call !",1,1
271,"@Alec_Mazo @AZHouseGOP Where is your evidence of fraud? The only fraud is the assertion that it's a fraud.

Why won't they present evidence? Simple, it's because it's lies, and an attempt at coup. 

Republicans have no morals, TIME TO END MOB RULE!

Thanks Democrats and Arizona for giving us Biden!",1,1
272,"@SpeakerTimJones True! The last 4 years it some times seemed as though democracy would be defeated.

Alas, democracy won, and will be back with Biden/Harris on Jan 20, 2021.

#WearADamnMask

https://t.co/6ClAjm85CW",1,1
273,@SaraCarterDC @BrianTh37895972 But of course that’s the Biden bump!🙄,1,0
274,"@washingtonpost Well, this might last until the Biden term. We can always hope. The GOP and its ISRD have been harming America.

Save the jaguar.

=

https://t.co/fmyeThuLvR
https://t.co/6Xu6GgL2N4
https://t.co/2sr8wLqqit",0,2
275,@elisefoley The Trumplican party is the party of death threats.  Maybe Biden could increase the size of the FBI until we have enough agents to hunt down the evil doers and lock them away.,1,1
276,@realDonaldTrump YES— Because Joe Biden won. We now have hope for a better future.,1,1
277,"Biden on Trump administration distributing vaccine: 'There is no detailed plan' https://t.co/236rGZyBp7 

Biden your full of crap there would not be a vaccine if not for President Trump, something you would never be able to do.",1,0
278,"Looks llke t will be 8 million more votes for President elect Biden than for lame duck donnie boy! 51.5% is more than 46.8%
And now he is admitting the entire #TrumpCrimeSyndicate need pardons for their many crimes. #TraitorTrumpAdmitsGuilt https://t.co/uj2pkT0BPl",1,1
279,"@realDonaldTrump Ladies and Gentlemen, the 46th President of the United States and First Lady of the United States Joe and Jill Biden and their dog Champ. https://t.co/W6Eo5QDq91",1,0
280,"@MariaBartiromo @SundayFutures @FoxNews @DNI_Ratcliffe the now clear evidence of fraud should be headline news WORLDWIDE,  wow...its over for Biden",1,0
281,@SRuhle @andrewrsorkin Now if you only condemned the mass gatherings zero distancing of the protests and zero distancing gatherings of Biden supporters after the election. Apparently left leaning media afraid to very strongly call those out with same vigor,1,0
