ID,Tweet Text,Sentiment
376,biden need concede mass voter fraud,negative
377,n want scare anybody joe biden say american die covid next week video,negative
378,lost period claim proven false assessment biden mental capability irrelevant hold interest fact make look worse,negative
379,thinking thing loser biden stay office long sold united state year ago traitor,negative
380,trump response covid reckless biden assumes office able contain virus week get control would lend credence idea trump need held accountable,negative
381,yet n hold nerve capitulated element backed biden wo change mind matter much talk thing time exerting pressure ability sad,negative
382,check mark thing office president elect biden n anything vote still not everyone certified exclamation point medium anyone fact disputed,negative
383,ratcliffe would appropriate biden disregard anything say,negative
384,joe biden campaign president stop marketing running,negative
385,something say democrat first n like biden hate trump secondly care electoral fraud long beat third not love country traitor think still,negative
386,sky still blue water wet not evidence read court transcript ruling judge counting ruled joe biden president massive fraud cheating aside republican charged,negative
387,proof biden lost question going anything,negative
388,amiel point go back year find idiotic policy choice biden need second trump ally seditious act argument remarkably weak not least lost,negative
