,Text,subjectivity,polarity
358,dearauntcrabby problem potus accoynt changed fir joe biden tweet copied trump page still anyone new twitter february automatically think wrote,1,0
359,dknight k kstreet tried book suite biden tower hotel find oh well,1,0
360,catturd yeah bc trump bargain american people biden amp pelosi mcconnell page,1,0
361,gottalaff biden top ticket hurt democrat not lack bothering stranger,1,0
362,realdonaldtrump thank president elect joe biden,1,1
363,kloeffler gopchairwoman reverendwarnock staceyabrams good luck democrat proven stop nothing cheat steal lie even murder evil biden could not win election pee wee herman vote obama lmao,1,0
364,realdonaldtrump safe believe got million vote impossible biden trump logic doesnt matter im right wrong still lunacy world like wow,1,1
365,jeffmerkley survey usa also biden ahead north carolina pt trump nc around perdue currently,0,2
366,parianc elenaparent gasecofstate pallet seriously calling people come forward signed affidavit liar joe biden even know,1,0
367,dailycaller joe biden aka richard cranium,1,0
368,biden knew going happen,1,0
369,genflynn lofly barbararedgate gojackflynn flynn neill josephjflynn realmflynnjr abigailcfrye tracybeanz always stood general set corrupt obama biden administration god bless family,1,0
370,well biden democrat scum criminal steal senate seat black man michigan also stole pres vote another one kanyewest kanye oughta mightily pissed not mention countless voter,1,0
371,rock amjoyshow thereidout biden installed preside impending collapse ironic prepare austerity goal socialize u common good amp banking cartel john kerry say great reset needed stop rise populism,1,0
372,acosta one happier fauci biden,0,2
373,neeratanden biggest worry getting position biden administration,1,0
374,biden joebiden trump potus eviction american people demand tenant protection nationwide easy rent property,0,2
375,markszaidesq breaking snooze president trump mulling cost pardoning hillary clinton email scandal thought turn hunter biden another possible beneficiary,0,2
376,kellyanne conway acknowledges look like joe biden kamala harris prevail,0,2
377,among first act biden call day mask wearing,0,2
378,celiabrennan potus rudygiuliani biden prove anything burden proof ppl claiming crime committed yall seem understand basic law want scream much love country trying undermine democracy,1,0
379,dear tomfriedman mcconnell talking control senate powerful person country want nothing ensure biden accomplishes nada year make pollyanna seem cynical,1,1
380,schmittnyc newsmax realdonaldtrump know would never cover biden rally lol,1,0
381,jakesherman biden not president sworn,1,0
382,joe biden say ask american wear mask day via nypost,0,2
383,fiercefreckled think president biden make thing difficult anyone trying drill,1,0
384,land still vote show well trump expectation biden going experience rural rebound really come true case worse rurals place improved much realignment real,1,0
385,realdonaldtrump navajo nation asked ppe sent body bag yeah something tell gift card got biden din vote,1,0
386,like get political joe biden plan make mcdonald halal,1,0
387,realdonaldtrump according logic credit go joe biden,1,1
388,biden say ask everyone wear face mask day mailonline,0,2
389,washingtonpost little known fact biden support thatcher not first time u helped kick argie as lexington raid anyone p,0,2
390,biden critic cabinet diverse u history,0,2
391,gto gangster michaeleneusa swalters adjohns lissa llinwood sarcasticon considering georgia adopted guess troubleshooting none address fact hand count paper ballot still came biden use dominion system apparently,1,0
392,radiomanatl fresnoboy ilhan politician pointing finger america suffers waiting inaugurate biden give credit vaccine putting course politics befor life true stimulus package inauguration approved,1,0
393,president elect biden tell jake tapper ask american wear mask first day take office think see significant reduction drive number considerably,0,2
394,hello leadership thank joebiden caring american life president biden ask american wear mask first day presidency,1,1
395,blklivesmatter rahm failed pursue justice laquan mcdonald chicago garcetti protect black community la not let nominated biden harris administration blockrahm blockgarcetti,0,2
396,realdonaldtrump yep consequence biden victory,1,0
397,love photo trump seeing party day biden,1,1
398,judicialwatch gabrielsterling still hard believe people voted mr biden year office feeling like vote count matter co ran country nd highest seat cozy fpotus obama ear,1,0
399,u house financial service chair water recommends joe biden rescind occ crypto guidance,0,2
400,joe biden family tragedy shaped washington career,0,2
401,jimmyofflagstaf realdonaldtrump coachlouholtz bet think biden bail country huh like pelosi month toyed american added pet project nothing covid,1,0
402,except four camera showing robbery simple reason know true biden election repeat fairly,1,1
403,ready biden complete shut kill economy put u biggest recession history people die starvation disease insurance depression suicide look democrat state governor locking thats trump fault huh,1,0
404,jeremymbarr elaheizadi action consequence wait hear somehow biden amp dems fault,1,1
405,nancybi nancy verified trump beat biden florida therefore fl electoral vote go state law,0,2
406,realdonaldtrump thought market would crash biden elected,1,1
407,somebody really important rt biden take credit,1,0
408,donaldjtrumpjr wonder foxnews would saying biden oh forgot like daddy anymore,1,1
409,billkrause ww news statistically impossible joe biden gotten kind vote number got middle night election video evidence people pulling ballot table,1,0
410,tulsigabbard realdonaldtrump probably mad dems joe biden chose kamala not,0,2
411,williamlegate realize stay denial biden entire term continue donate trump fund amp refuse admit ever wrong,1,1
412,gailrrt atensnut fake news refuse cover anything go narrative biden going die lie,1,0
413,crampell stock market gain biden,1,1
414,marceelias tuesday dec key date democratic process state resolve dispute certify result insulated legal challenge ensuring mr biden send delegate electoral college,1,1
415,msnbc sykescharlie president trump lazy anything biden becomes jan toady work fade away probably die not well man,1,1
416,carebearcousin dianedma lesdog hilarious education map mirror voting year highly educated state part voted biden vice versa,1,0
417,ingveig joebiden jaketapper great news wearing since march work bullshit know f biden,1,0
418,joe biden personally lobby unicode remove globe emoji,1,0
419,pentagon block visit military spy agency biden transition team thebeat reidout inners maddow,0,2
420,president elect joe biden ask american wear mask first day presidency,0,2
421,ricketyoldshack not yet begun stupid biden going hamstrung without cabinet,1,0
422,col phil waldron tell michigan lawmaker truckloads ballot joe biden inserted election via gatewaypundit,0,2
423,realdonaldtrump thanks president elect biden,1,1
424,jakesherman going finish story nah mention held biden harris elected might signal new approach problem republican cruel racist obstructionist,1,1
