,Text,Raw tokens,Token length,Tokenized,NLTK ref sentiment,roberta_labeled
45,Plagiarized Joe Biden ,"['Plagiarized', 'Joe', 'Biden']",3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2918, 12, 2]",0.0,0.0
46,"President-elect Joe Biden will ask Americans to wear masks for his first 100 days in office. Plus, he's asked Dr. Anthony Fauci to stay on, and optimism is growing for a relief deal in Congress. Here's the latest. website_name ","['President-elect', 'Joe', 'Biden', 'ask', 'Americans', 'wear', 'masks', 'first', '100', 'days', 'office', '.', 'Plus', ',', ""'s"", 'asked', 'Dr.', 'Anthony', 'Fauci', 'stay', ',', 'optimism', 'growing', 'relief', 'deal', 'Congress', '.', 'Here', ""'s"", 'latest', '.', 'website_name']",32,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 12, 2, 52, 32, 42, 43, 38, 23, 28, 48, 1, 480, 3, 5, 130, 138, 172, 57, 137, 3, 481, 482, 265, 231, 173, 1, 356, 5, 387, 1, 6]",0.8074,1.0
47,Only because Biden cheated ,"['Only', 'Biden', 'cheated']",3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 483, 2, 303]",-0.5106,0.0
48,Biden has killed more Americans than Donald Trump did in one day . Biden and his clan are murderers ,"['Biden', 'killed', 'Americans', 'Donald', 'Trump', 'one', 'day', '.', 'Biden', 'clan', 'murderers']",11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2919, 32, 200, 10, 49, 128, 1, 2, 2920, 2921]",-0.8689,0.0
50,Report: Corrupt Joe Biden would Like to Keep Corrupt Chris Wray as FBI Chief via website_name ,"['Report', ':', 'Corrupt', 'Joe', 'Biden', 'would', 'Like', 'Keep', 'Corrupt', 'Chris', 'Wray', 'FBI', 'Chief', 'via', 'website_name']",15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1029, 13, 1030, 12, 2, 16, 543, 485, 1030, 1796, 1797, 612, 1031, 56, 6]",0.3612,0.0
51,"Obama-Biden Fraud Inclusive Organization, Biden said its the largest in history. ","['Obama-Biden', 'Fraud', 'Inclusive', 'Organization', ',', 'Biden', 'said', 'largest', 'history', '.']",10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1798, 613, 1799, 1800, 3, 2, 61, 1801, 232, 1]",-0.5859,2.0
52,it is the Hunter Biden story you idoit ,"['Hunter', 'Biden', 'story', 'idoit']",4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 2, 357, 2933]",0.0,2.0
53,trying to understand how UBS funnels $300M to $400M to Dominion from Communist China during the election. Was Hunter Biden on the boat? ;) ,"['trying', 'understand', 'UBS', 'funnels', '$', '300M', '$', '400M', 'Dominion', 'Communist', 'China', 'election', '.', 'Was', 'Hunter', 'Biden', 'boat', '?', ';', ')']",20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 350, 2934, 2935, 246, 1802, 246, 2936, 544, 2937, 91, 19, 1, 1309, 178, 2, 1803, 8, 18, 62]",0.3182,2.0
54,President-elect Joe Biden is predicting a “bleak future” if Congress doesn't take speedy action on an aid bill amid a nationwide spike in the virus that's hampering the country's economic recovery. website_name ,"['President-elect', 'Joe', 'Biden', 'predicting', '“', 'bleak', 'future', '”', 'Congress', ""n't"", 'take', 'speedy', 'action', 'aid', 'bill', 'amid', 'nationwide', 'spike', 'virus', ""'s"", 'hampering', 'country', ""'s"", 'economic', 'recovery', '.', 'website_name']",27,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 12, 2, 1032, 39, 1033, 309, 40, 173, 9, 81, 1310, 432, 614, 545, 834, 615, 1034, 388, 5, 1311, 125, 5, 486, 616, 1, 6]",0.0,0.0
55,"Biden's also rejoining the WHO, JCPOA, Paris Climate Accords, and I think they mentioned the US now wants back into the TPP ","['Biden', ""'s"", 'also', 'rejoining', 'WHO', ',', 'JCPOA', ',', 'Paris', 'Climate', 'Accords', ',', 'I', 'think', 'mentioned', 'US', 'wants', 'back', 'TPP']",19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 139, 2938, 1804, 3, 1805, 3, 1806, 835, 2939, 3, 7, 55, 1807, 74, 154, 114, 1808]",0.0,2.0
56,Biden is closer to Trump than AOC. ,"['Biden', 'closer', 'Trump', 'AOC', '.']",5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1809, 10, 2940, 1]",0.0,2.0
57,What? Joe Biden has a history of lying. He dropped out of a past presidential race because of plagiarism. He lied about his academic record &amp; this year he lied about Civil Rights involvement &amp; getting arrested trying to meet Mandela. He is a SERIAL liar. ,"['What', '?', 'Joe', 'Biden', 'history', 'lying', '.', 'He', 'dropped', 'past', 'presidential', 'race', 'plagiarism', '.', 'He', 'lied', 'academic', 'record', '&', 'amp', ';', 'year', 'lied', 'Civil', 'Rights', 'involvement', '&', 'amp', ';', 'getting', 'arrested', 'trying', 'meet', 'Mandela', '.', 'He', 'SERIAL', 'liar', '.']",39,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 8, 12, 2, 232, 389, 1, 27, 617, 699, 390, 546, 2941, 1, 27, 836, 2942, 391, 22, 24, 18, 233, 836, 1810, 1811, 1812, 22, 24, 18, 310, 1312, 181, 1035, 2943, 1, 27, 2944, 711, 1]",-0.9325,0.0
58,Same thing that's wrong with Biden...dementia...my mom had it and did the exact thing! ,"['Same', 'thing', ""'s"", 'wrong', 'Biden', '...', 'dementia', '...', 'mom', 'exact', 'thing', '!']",12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 837, 174, 5, 261, 2, 17, 838, 17, 2945, 1277, 174, 4]",-0.5255,0.0
59,OF COURSE HE SHOULD. Biden had nothing to do with it!! ,"['OF', 'COURSE', 'HE', 'SHOULD', '.', 'Biden', 'nothing', '!', '!']",9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 266, 2946, 839, 1284, 1, 2, 109, 4, 4]",0.0,2.0
60,Would be a hell of a midterm slump buster if they can talk Biden around! ,"['Would', 'hell', 'midterm', 'slump', 'buster', 'talk', 'Biden', 'around', '!']",9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 714, 618, 2947, 2948, 2949, 428, 2, 392, 4]",-0.7088,2.0
61,"Except Biden is not a Mason nor a ""Freemasonry puppet"". ","['Except', 'Biden', 'Mason', '``', 'Freemasonry', 'puppet', ""''"", '.']",8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 827, 2, 2950, 26, 2951, 715, 25, 1]",0.0424,0.0
62,"I love Just saw the episode that had then-VP Joe Biden's impending visit. He's never seen, but you hear him say ""I had a dream I was president."" Not as prescient as Trump being president on The Simpsons, but pretty good. Oh, and Greendale is misspelled! website_name ","['I', 'love', 'Just', 'saw', 'episode', 'then-VP', 'Joe', 'Biden', ""'s"", 'impending', 'visit', '.', 'He', ""'s"", 'never', 'seen', ',', 'hear', 'say', '``', 'I', 'dream', 'I', 'president', '.', ""''"", 'Not', 'prescient', 'Trump', 'president', 'The', 'Simpsons', ',', 'pretty', 'good', '.', 'Oh', ',', 'Greendale', 'misspelled', '!', 'website_name']",42,"[0, 0, 0, 0, 0, 0, 0, 0, 7, 393, 113, 1813, 1814, 2952, 12, 2, 5, 1815, 1313, 1, 27, 5, 115, 487, 3, 311, 63, 26, 7, 1314, 7, 34, 1, 25, 153, 2953, 10, 34, 14, 2954, 3, 424, 98, 1, 287, 3, 2955, 2956, 4, 6]",0.9266,1.0
63,"She be like: I will go to all the right-wing shows, including Saagar, Fox News to attack Biden and Dems, not saying a single word for Trump and GOP. Next stops: Newsmax and OAN ","['She', 'like', ':', 'I', 'go', 'right-wing', 'shows', ',', 'including', 'Saagar', ',', 'Fox', 'News', 'attack', 'Biden', 'Dems', ',', 'saying', 'single', 'word', 'Trump', 'GOP', '.', 'Next', 'stops', ':', 'Newsmax', 'OAN']",28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 219, 21, 13, 7, 119, 2957, 358, 3, 840, 2958, 3, 841, 267, 1816, 2, 288, 3, 247, 547, 716, 10, 205, 1, 1315, 2959, 13, 2960, 2961]",-0.296,0.0
64,"Among first acts, Biden to call for 100 days of mask-wearing website_name ","['Among', 'first', 'acts', ',', 'Biden', 'call', '100', 'days', 'mask-wearing', 'website_name']",10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 717, 38, 394, 3, 2, 97, 23, 28, 433, 6]",0.0,2.0
65,"video proof, eye witnesses testimonials, statistical impossibility, actual people who stated they didn't request mail in ballots and told they had voted already for Biden. But yea keep drinking the kool aid and watching CNN. ","['video', 'proof', ',', 'eye', 'witnesses', 'testimonials', ',', 'statistical', 'impossibility', ',', 'actual', 'people', 'stated', ""n't"", 'request', 'mail', 'ballots', 'told', 'voted', 'already', 'Biden', '.', 'But', 'yea', 'keep', 'drinking', 'kool', 'aid', 'watching', 'CNN', '.']",31,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 619, 3, 2962, 1817, 2963, 3, 2964, 2965, 3, 1818, 20, 2966, 9, 1036, 718, 96, 213, 72, 120, 2, 1, 88, 1819, 182, 2967, 2968, 614, 842, 79, 1]",0.0,0.0
66,Biden will be your president. ,"['Biden', 'president', '.']",3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 34, 1]",0.0,2.0
67,over 7 Million votes ! Mighty Joe Biden beat you by double the number that Hilary Clinton beat you by. Amazing !!! ,"['7', 'Million', 'votes', '!', 'Mighty', 'Joe', 'Biden', 'beat', 'double', 'number', 'Hilary', 'Clinton', 'beat', '.', 'Amazing', '!', '!', '!']",18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 359, 1820, 29, 4, 2969, 12, 2, 421, 1316, 843, 1821, 434, 421, 1, 1822, 4, 4, 4]",0.7405,1.0
68,Still waiting on the Biden drop ,"['Still', 'waiting', 'Biden', 'drop']",4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 719, 844, 2, 1037]",-0.2732,2.0
69,Big announcement from the Biden Transition team expected on Monday! ,"['Big', 'announcement', 'Biden', 'Transition', 'team', 'expected', 'Monday', '!']",8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 845, 1823, 2, 846, 75, 620, 1824, 4]",0.0,1.0
70,Well I guess he knows how Trump's Attorneys feel getting threatened by the Democrats! Saying they're going to kill their dog!😢both sides need to stop! But we can't let this election be stole from the American people! Biden knew about the voter fraud and he should be arrested😤 ,"['Well', 'I', 'guess', 'knows', 'Trump', ""'s"", 'Attorneys', 'feel', 'getting', 'threatened', 'Democrats', '!', 'Saying', ""'re"", 'going', 'kill', 'dog', '!', '😢both', 'sides', 'need', 'stop', '!', 'But', 'ca', ""n't"", 'let', 'election', 'stole', 'American', 'people', '!', 'Biden', 'knew', 'voter', 'fraud', 'arrested😤']",37,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 248, 7, 488, 289, 10, 5, 2970, 489, 310, 2971, 152, 4, 2972, 69, 37, 1038, 490, 4, 2973, 1039, 85, 216, 4, 88, 140, 9, 227, 19, 621, 147, 20, 4, 2, 234, 207, 50, 2974]",-0.9056,0.0
71,The masks that most people wear do not work. Biden is a clown ,"['The', 'masks', 'people', 'wear', 'work', '.', 'Biden', 'clown']",8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 43, 20, 42, 170, 1, 2, 847]",0.0,0.0
72,"As if Joe Biden needs a Broken Barbie and rediculous, laughably exaggerated Humpty-Dumpty-Trumpty loyalist. He will have a great fall, and Ideally won't be seen for 10+ years after all the charges he is facing!..😀😄🙃😉👏👏⚖👍 ","['As', 'Joe', 'Biden', 'needs', 'Broken', 'Barbie', 'rediculous', ',', 'laughably', 'exaggerated', 'Humpty-Dumpty-Trumpty', 'loyalist', '.', 'He', 'great', 'fall', ',', 'Ideally', 'wo', ""n't"", 'seen', '10+', 'years', 'charges', 'facing', '!', '..', '😀😄🙃😉👏👏⚖👍']",28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 395, 12, 2, 171, 2975, 2976, 2977, 3, 2978, 2979, 2980, 2981, 1, 27, 290, 1825, 3, 2982, 107, 9, 487, 2983, 105, 2984, 1826, 4, 102, 2985]",0.7424,0.0
73,Trump To Sell Arctic Refuge Oil Leases 2 Weeks Before Biden Inauguration President-elect Joe Biden has pledged to safeguard the Arctic National Wildlife Refuge. website_name via ,"['Trump', 'To', 'Sell', 'Arctic', 'Refuge', 'Oil', 'Leases', '2', 'Weeks', 'Before', 'Biden', 'Inauguration', 'President-elect', 'Joe', 'Biden', 'pledged', 'safeguard', 'Arctic', 'National', 'Wildlife', 'Refuge', '.', 'website_name', 'via']",24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 141, 2986, 1040, 1041, 1827, 2987, 129, 1828, 1829, 2, 622, 68, 12, 2, 1317, 2988, 1040, 435, 1318, 1041, 1, 6, 56]",0.3818,2.0
74,"Lyin' Hidin' Biden will be fitted for an orange jumpsuit in 47 days, as the criminal case against him commences. website_name ","['Lyin', ""'"", 'Hidin', ""'"", 'Biden', 'fitted', 'orange', 'jumpsuit', '47', 'days', ',', 'criminal', 'case', 'commences', '.', 'website_name']",16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2989, 41, 2990, 41, 2, 2991, 2992, 2993, 623, 28, 3, 548, 527, 2994, 1, 6]",-0.5267,2.0
75,🤡 caucus 🤡 biden 🤡 Is CNN still for sale??? Cannot believe no one wants to buy it!! ,"['🤡', 'caucus', '🤡', 'biden', '🤡', 'Is', 'CNN', 'still', 'sale', '?', '?', '?', 'Can', 'believe', 'one', 'wants', 'buy', '!', '!']",19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 848, 1768, 848, 46, 848, 327, 79, 65, 2995, 8, 8, 8, 249, 160, 49, 154, 1042, 4, 4]",0.461,0.0
76,Biden isn't gonna be asking anyone shit. Don't drop the soap at Gitmo. ,"['Biden', ""n't"", 'gon', 'na', 'asking', 'anyone', 'shit', '.', 'Do', ""n't"", 'drop', 'soap', 'Gitmo', '.']",14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 291, 220, 549, 166, 217, 1, 123, 9, 1037, 2996, 1830, 1]",-0.4188,0.0
77,The integrity of the voting system is being challenged - the evidence will be available fully to the courts - anyone that still thinks Biden will be sworn in or wants him to be sworn in is not in favour of integrity of the voting system ,"['The', 'integrity', 'voting', 'system', 'challenged', '-', 'evidence', 'available', 'fully', 'courts', '-', 'anyone', 'still', 'thinks', 'Biden', 'sworn', 'wants', 'sworn', 'favour', 'integrity', 'voting', 'system']",22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 720, 284, 381, 1831, 51, 117, 1319, 2997, 1320, 51, 166, 65, 235, 2, 236, 154, 236, 2998, 720, 284, 381]",0.3387,0.0
78,Keep laughing !!! That video alone could cause Biden the white house ,"['Keep', 'laughing', '!', '!', '!', 'That', 'video', 'alone', 'could', 'cause', 'Biden', 'white', 'house']",13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 485, 1321, 4, 4, 4, 59, 206, 1043, 60, 1322, 2, 721, 360]",0.4724,2.0
79,Agree the election needs to be redone properly and no cheating .... if Biden gets in we will feel like it's Marshall law everyday . So I guess we pick the poison 😢 ,"['Agree', 'election', 'needs', 'redone', 'properly', 'cheating', '....', 'Biden', 'gets', 'feel', 'like', ""'s"", 'Marshall', 'law', 'everyday', '.', 'So', 'I', 'guess', 'pick', 'poison', '😢']",22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1832, 19, 171, 2999, 1833, 624, 136, 2, 164, 489, 21, 5, 3000, 722, 3001, 1, 84, 7, 488, 1044, 3002, 3003]",-0.6486,0.0
80,"🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Don't believe you! Those rooms are under camera surveillance 24/7. No one would be stupid enough to do that! However, someone could easily fake a recording! Give it up. Joe Biden is our president-elect! ","['🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣', 'Do', ""n't"", 'believe', '!', 'Those', 'rooms', 'camera', 'surveillance', '24/7', '.', 'No', 'one', 'would', 'stupid', 'enough', '!', 'However', ',', 'someone', 'could', 'easily', 'fake', 'recording', '!', 'Give', '.', 'Joe', 'Biden', 'president-elect', '!']",31,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3004, 123, 9, 160, 4, 1045, 1323, 1324, 1834, 1835, 1, 93, 49, 16, 625, 331, 4, 849, 3, 268, 60, 850, 259, 1836, 4, 830, 1, 12, 2, 851, 4]",-0.816,0.0
81,Timing of Large Georgia Ballot Dump for Biden Appears to Coincide with Timing of Mother-Daughter Duo's Election Fraud Scam via website_name ,"['Timing', 'Large', 'Georgia', 'Ballot', 'Dump', 'Biden', 'Appears', 'Coincide', 'Timing', 'Mother-Daughter', 'Duo', ""'s"", 'Election', 'Fraud', 'Scam', 'via', 'website_name']",17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1046, 1837, 118, 1838, 1839, 2, 1840, 1841, 1046, 1842, 1843, 5, 175, 613, 1325, 56, 6]",-0.8779,0.0
82,No Thats why i voted Biden to get Trump out ,"['No', 'Thats', 'voted', 'Biden', 'get', 'Trump']",6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 723, 72, 2, 36, 10]",-0.296,2.0
83,"I've always suspected that there was something to it (ditto Hispanics), but I'm a big skeptical of this when Trump's share of the vote against Biden went up from the time when Trump was literally running against a woman. ","['I', ""'ve"", 'always', 'suspected', 'something', '(', 'ditto', 'Hispanics', ')', ',', 'I', ""'m"", 'big', 'skeptical', 'Trump', ""'s"", 'share', 'vote', 'Biden', 'went', 'time', 'Trump', 'literally', 'running', 'woman', '.']",26,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 111, 302, 3005, 202, 71, 3006, 1297, 62, 3, 7, 67, 396, 1844, 10, 5, 1845, 58, 2, 332, 82, 10, 1326, 431, 550, 1]",-0.1531,0.0
84,Did you have them fill out a bunch of bullshit ballots for Biden ,"['Did', 'fill', 'bunch', 'bullshit', 'ballots', 'Biden']",6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 269, 3007, 1047, 1048, 96, 2]",-0.5859,0.0
85,"LMAO Lara, is that the only thing you can come up with on attacking him? that is weak, put some facts to back your pathetic reasoning, oh thats right you got nota because all the garbage you say he is guilty of is the same Biden is guilty of so all you have is personal hate lol ","['LMAO', 'Lara', ',', 'thing', 'come', 'attacking', '?', 'weak', ',', 'put', 'facts', 'back', 'pathetic', 'reasoning', ',', 'oh', 'thats', 'right', 'got', 'nota', 'garbage', 'say', 'guilty', 'Biden', 'guilty', 'personal', 'hate', 'lol']",28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1846, 3008, 3, 174, 192, 3009, 8, 1327, 3, 176, 852, 114, 1847, 3010, 3, 1049, 626, 77, 70, 3011, 1328, 63, 1848, 2, 1848, 1303, 1050, 551]",-0.8877,0.0
86,Where is the real Joe Biden? ,"['Where', 'real', 'Joe', 'Biden', '?']",5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 853, 270, 12, 2, 8]",0.0,2.0
87,Biden will be right there next to him. ,"['Biden', 'right', 'next', '.']",4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 77, 155, 1]",0.0,2.0
88,Why Trump's election fraud is a HOAX. The National Election is actually 50 separate state run elections. Many states that Biden won have GOP governors/leaders. What incentive do they have for Fraud? Fraud only comes from Trump psychotic lies &amp; GOP cowardly fear of him. #Trump2020 ,"['Why', 'Trump', ""'s"", 'election', 'fraud', 'HOAX', '.', 'The', 'National', 'Election', 'actually', '50', 'separate', 'state', 'run', 'elections', '.', 'Many', 'states', 'Biden', 'GOP', 'governors/leaders', '.', 'What', 'incentive', 'Fraud', '?', 'Fraud', 'comes', 'Trump', 'psychotic', 'lies', '&', 'amp', ';', 'GOP', 'cowardly', 'fear', '.', '#', 'Trump2020']",41,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 10, 5, 19, 50, 3012, 1, 14, 435, 175, 208, 1307, 3013, 193, 724, 312, 1, 1849, 183, 2, 205, 3014, 1, 78, 3015, 613, 8, 613, 725, 10, 3016, 491, 22, 24, 18, 205, 3017, 1051, 1, 11, 3018]",-0.9488,0.0
89,"You're right, this is way worse, let's harass Biden into calling for an Ultimate Forever Lockdown ","['You', ""'re"", 'right', ',', 'way', 'worse', ',', 'let', ""'s"", 'harass', 'Biden', 'calling', 'Ultimate', 'Forever', 'Lockdown']",15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 69, 77, 3, 86, 854, 3, 227, 5, 3019, 2, 855, 3020, 3021, 3022]",-0.743,0.0
90,Tom Fitton: AG Barr Gives Pass to Obama-Biden? Trump Should Appoint Special Counsel on #ObamaGate! | Judicial Watch website_name ,"['Tom', 'Fitton', ':', 'AG', 'Barr', 'Gives', 'Pass', 'Obama-Biden', '?', 'Trump', 'Should', 'Appoint', 'Special', 'Counsel', '#', 'ObamaGate', '!', '|', 'Judicial', 'Watch', 'website_name']",21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1850, 3023, 13, 856, 552, 3024, 1851, 1798, 8, 10, 3025, 3026, 3027, 3028, 11, 3029, 4, 397, 1852, 857, 6]",0.4574,2.0
