,Tweet Text,Sentiment
213," 
 so , is there election fraud or not ? i can not get a clear answer . 
 i ’m nervous for a biden / harris presidency . # 116gov    ",negative
214,"guilty as hell . this is the best that the gop could get to run against biden , a corrupt , incompetent and criminal grifter ? how the gop has fallen ! 👎 👎 😂 😂",negative
215,"facebook and twitter abuse their power by tagging posts and tweets of president trump 's with constant joe biden is the projected winner and dispute this claim remarks even when the current seated president is not talking about the election , showing just how afraid they are .",negative
216,u have 2b blind not 2c there ’s more 2witch hunt than what they r reporting . disgusting that they try smear & amp ; go after trumps daughter … a wife mother & amp ; working woman … but hands off hunter biden … a lazy perverted corrupt junkie … what r they really afraid of ?  ,negative
217,"   trump has access to hard drive of hunter biden ’s laptop with hunter ’s nude photos w/ naomi biden & amp ; hallie biden . 

 there is a photo copy of joe ’s daughter ashley ’s diary when she did a stint in rehab and wrote about her daddy getting into the shower with her as an adolescent . 🤯",negative
218,"  _   _ _ 00      they committed fraud several ways ... dead votes would n't be flipped because they were fkr biden already . 

 ",negative
219,"         you realize biden will never be president do n’t you ? ? once fraud is uncovered , game over . say hello to 4 more years of trump is your president 🤣 🤣 🤣 🤣",negative
220,   unfortunately biden also supported its repeal during the election . so we 're still not out of the woods .,negative
221,"     he 's learned that obama , biden , and the people in their administration committed no crimes .",negative
222,"     you acted unprofessional and are very angry which tells all of us you know biden cheated in georgia .   your behavior was obvious . 
 # psych101 
 # bidencheated2020",negative
223,       anyone who thinks    or    was a better choice than you is lying to themselves and everyone around them . i wonder how long it will take for biden harris to start a new war 6 months ? a year ?,negative
224,its funny that joe biden thinks that the majority of people in this country give a flying fuck what he tells us to do .,negative
225,"given the rising sinophobia , i went to find that wild anti - china coronavirus ad biden did 8 months ago . i tried to google “ biden anti - china ad . ” it autofilled to “ biden antichrist . ” if that whole situation does n’t sum up 2020 america , not sure what does .",negative
226,   omg !   why is n't cnn telling us about that new video from georgia ? ? ? ! ?   the guys at work say it 's proof ! ! !   aggh ! !   now i 'm so worried ! !   what if biden does n't win ? ? ! ! ! 😱 😰,negative
227,joe biden told a new york times sentiment feature writer that he wo n't quickly eliminate the raised duties that the trump organization forced on china . he expects to initially audit the current us - china arrangement :  ,negative
228,"it 's been a month since the election . now that we know biden did not win , he needs to concede , as he says , for the goods of the country .",negative
229,there just are n’t examples of the fraud resulting in votes switched from biden to trump . it did n’t happen . the corruption is only on one side . and you can see why ⬇ ️,negative
230,it sounds like very few voted for biden if they hard to create that many fake biden ballots . sad,negative
231,"i like dr . fauci , but i am discouraged by the fact that he let trump overrule the science while he stayed silent . he should have spoke up 
 biden will ask americans to wear masks for his first 100 days and says he 's asked fauci to be a chief medical adviser 

 ",negative
232,"# biden names top economic adviser deese to fight climate change , jobs crisis 
 w/ ⁦ ⁩ ⁦ ⁩   ",negative
233,  _ trapgd me talking to a union single mother teacher with a relative sick with c19 and having basic lib politics : “ ha ! you think you can push biden left ? ”,negative
234,           that ’s the whole point many republicans including donald trump have already predicted long ago biden would step down or something along those lines for “ heath reasons ” but it ’s all a part of their evil agenda to make kamala president it ’s always been that simple we already knew,negative
235,"  
 is n't biden quite the ass ! 
 ",negative
236,"if no birx , biden has failed :",negative
237,    _ maker joe biden did n’t know anything about this . he is a puppet . this was a coordinated effort on the part of deep state democrats . there was no way they were going to allow someone that ca n’t be controlled in the whitehouse again .,negative
